"Indicativo","NOMBRE","PROVINCIA","MUNICIPIO","ALTITUD","LONGITUD","LATITUD","DATUM","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre","anual","Archivo_Origen"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","17.5","21.3","18.8",NA,"22.5","22.9","25.6","27.2","27.2","22.6","21.2","17.3",NA,"TM_MAX_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","21.6","23.8","22.3","24.2","25.9","27.1","30.7","30.3","28.5","26.3","25.2","22.6","25.7","TM_MAX_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","20.8","23.4","21.9","23.4",NA,"26.2",NA,NA,"28.4","26.2","24.9","22",NA,"TM_MAX_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","21.3","22.6","21.1","23.1","23.8","25.2","25.3","26","26.4","25.7","24.4","21.6","23.9","TM_MAX_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","9","12.5","12.4","14.8","19.6","21.6","25.8","26.3","21.9","16.9","13.8","9.9","17","TM_MES_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"10.6","13.1","13.1","15.4","20","21.7","25.5","26.2","22.4","17.3","14.9","10.8","17.6","TM_MES_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","10.1","12.8","11.9","14.4","19.5","20.1","25","25.5","21.8","16.4","14.7","9.3","16.8","TM_MES_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"8","11","10.7","13.7","19.1",NA,NA,"25.2",NA,NA,"12.6","8.1",NA,"TM_MES_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","9.9","12.8","11.7","16","18.4","18.9","21.9","22.6","20.2","15.3","13.8","10.2","16","TM_MES_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","9.8","12.2","10.5","14.7","16.9","16.9","19.7","20.8","18.8","14.3","13.8","9.2","14.8","TM_MES_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","10.4","12.7","11.2","15.7","18.1","18.4","21","22.2","20.4","15.2","14.5","10.4","15.9","TM_MES_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89","10.6","12.7",NA,NA,"17.8","18.4","21","21.4","19.9","15.9","14.6","11",NA,"TM_MES_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","11.5","12.8","11.6","14.8","16.8","17.5","20.2","20.9","19.4","16","15.2","11.4","15.7","TM_MES_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","11.5","12.9","12.3","14.8","17.2","18","20.4","21","19.3","16.2","14.8","11.4","15.8","TM_MES_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","10.1","12.1","10.8","13.5","15.9","16.4","18.7","19.4","18","14.8",NA,NA,NA,"TM_MES_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","9.1","12","10.5","13.6","16.9","16.7","19.5","19.7","18.1","13.9","12.7","8.7","14.3","TM_MES_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","11.5","13.3","12.5","14.4","17.6","17.6","19.5","20.2","19.5","16","14.8","11.6","15.7","TM_MES_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","9.9","12","11.3","13.5","16.9","16.5","19.6","19.4","18.4","14.5","13","9.9","14.6","TM_MES_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","8.2","10.4","10.3","12.2","16.9","16.1","20.9","19.6","18.8","13.5","12.5","8.7","14","TM_MES_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","9.9","12.5","12.3","13.9","18.2","17.6","22.7","20.1","19.8","14.6","13.7","9.6","15.4","TM_MES_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","9.1","12.1","11.7","13.3","18.3","17.2",NA,NA,"19.9","14.1","12.9","8.9",NA,"TM_MES_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","7.4","10.3","9.8","12.7","16.6","16.2","19.4","19.2","17.5","12.7","10.7","7.2","13.3","TM_MES_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","5.8","10.3","11.3","13.7","19.3","18.7","24.9","21.5","19.5","12.8","11","6.4","14.6","TM_MES_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","8.2","12.4","12.7","14.9","20","19.9","25.2","22.7","20.8","14.6","13.1","8.9","16.1","TM_MES_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","5","8.7","7.9","11","16","17.2","22.4","20.9","16.8","10.7","9","4.1","12.5","TM_MES_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","4.2","7.7","7.3","11.2","14.7","16.1","20.5","19.9","16.1","10.4","8.5","4.6","11.8","TM_MES_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","4.6","9.6","9.9","13.1","17.8","19.6","24.7","22.7","19.2","12.8","10.1","5.8","14.2","TM_MES_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","5","8.6","7.8","10.6","16","18.1","23.9","21","17.2","10.9","9.5","4.7","12.8","TM_MES_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","2.2","5.8","2.9","4.9","11.3","12.8","20.2","17","12.9","6.1","6.2","-0.3","8.5","TM_MES_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","5.6","9.5","8.6","11.3","16.5","18.5","24.1","21.9","18.2","11.7","10.3","5.1","13.4","TM_MES_2020.csv"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","3.9","7.9","8.3","11","15.8","17.4","22.7","20.7","17.7","11.2","9.1",NA,NA,"TM_MES_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","5","9.7","10.3","13.1","18.8","20.1","25.4","23.1","19.8","13","9.8",NA,NA,"TM_MES_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","3.5","7.7","8.3","11","15.7","16.3","22.2","19.3","17.2","10.9","9.2","4.3","12.1","TM_MES_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","4.8","7.9","8.6","11.9","17","18.8","23.7","20.9","17.8","11.8","9.7","5.3","13.2","TM_MES_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89","6.3","9.9","10.1","13.2","18.5","19.8","25.3","22.8","19.5","13.3","11.2","6.7","14.7","TM_MES_2020.csv"
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","3.3","7.7","7.4","11.2","15.4","17.3","21.9","20.4","15.6","9.5","7.9","3.7","11.8","TM_MES_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89","6.7","9.9","11.2","13.9","19.5","22.5","28.2","25.5","20.7","13.4","10.3","6.5","15.7","TM_MES_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","5.9","9.2","10.2","13.3","18.5","21.2","27.2","24.6","20.1","13.1","10.4","5.9","15","TM_MES_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","5.9","9.2","9.2","11.4",NA,"19.8","26.1","23.5","19.1","12.1","10.2","5.3",NA,"TM_MES_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89","7","10.9","11.4","13.8","19.7","22.5","28.2","25.5","20.9","13.8","11.2","7.2","16","TM_MES_2020.csv"
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","7.2","11",NA,"13.9","19.5","22.7","28.5","25.8","21.3","14.3","11.6","7.2",NA,"TM_MES_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","7","10.6","11.3","13.9","20","23.1","29.1","26.3","21.8","14.4","11.7","7.3","16.4","TM_MES_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","7.6","10.8","12","14.7","20.6","23.6","29.6","26.9","22.2","15.4","12.1","8.1","17","TM_MES_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","8.5","12","12.4","14.6","19.9","22.1","29.1","26.1","22.8","16.2","13.6","9","17.2","TM_MES_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","6.7","10.7","11.7","14.6","20.2","23.4","29","26.6","21.5","14.7","11.5","7.4","16.5","TM_MES_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","9.5","12.7","13.8","16","21.6","22.6","29.1","26.2","23.8","17.2","14.5","10.2","18.1","TM_MES_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","11.8","15.1","15","17","21.5","22.7","27.5","26.8","24.1","18.8","16.7","12.6","19.1","TM_MES_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","14.3","16","15.9","16.6","20.3","22.3","25","26","23.6","19.4","17.6","15","19.3","TM_MES_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","9.1","14","13.7","15.4","21.4","23.8","30.3",NA,"23.9","17.5","14.6","9.2",NA,"TM_MES_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","10.2","14.2","14.7","16.8","22.4","24.7","30.8","28.4","24.7","17.9","15.3","10.1","19.2","TM_MES_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","7.3","11.3","12","13.5","19","22.1","27.9","26.5","21.6","15.5","12.9","7.7","16.4","TM_MES_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","7.2","11.4","12.2","14.4","20.2","22.7","28.8","26.7","22.3","15.3","13.1","8.1","16.9","TM_MES_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","11.4","16","16.1","17.7","23.2",NA,NA,"28.9","26","19.8","17.1","11.9",NA,"TM_MES_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","10.4","14.1","14.4","16.3","21.5","23.3","29.4","27.7","25.3","19","16.8","11.9","19.2","TM_MES_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","11.8","15.2","15.4","17","21","21.9","26.6","25.4","24","18.9","17.1","13.1","19","TM_MES_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","10.5",NA,"14.3","16.5","20.9","21.9",NA,"26.1","23.9","17.9","16.3",NA,NA,"TM_MES_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","13.3","16.1","16.1","17.6","21.3","22.4","26.5","25.6","24.5","19.8","18.4","14.7","19.7","TM_MES_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","13.8","15.7","16.3",NA,"20.8","23.2","26.1","27.5","24.5","19.9","18","15",NA,"TM_MES_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89","12.4","14",NA,NA,NA,NA,"23.7","23.4","22.4","18.1","17","13.5",NA,"TM_MES_2020.csv"
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","12.6","15.6","16.2","16.9","20.8",NA,"26.8","28.2","24.2","19","16.8","13.6",NA,"TM_MES_2020.csv"
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","12.5","14.5","16",NA,"22","22.5","28.5","27.3","24.9","19.2","17.6","14.1",NA,"TM_MES_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89","10.8","14","14.9","16.4","20.3","22.8","25.9","26.5","23.7","18.3","16.3","12","18.5","TM_MES_2020.csv"
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","11.3","15.2","15.6","17","22.2","25.3","28.4","29.1","24.9","19.5","17","12.5","19.8","TM_MES_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89","10.1","14.3","15.1","16.5","21.5","24.7","27.6","28.5","24","18.5","16.1","11.3","19","TM_MES_2020.csv"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89","11.4","14.4","14.6","16","20.5","23.1","26.3","27","23.8","19.1","16.7","12.7","18.8","TM_MES_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","11.7","14.9","15.2","16.6","21.1","23.6","26.6","27.1","23.9","19.3","16.7","13.2","19.2","TM_MES_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","6.2","10","9.5","12.5","17.7","20.6","25.9","24.5","19.4","12.5","10.9","5.7","14.6","TM_MES_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","5.8","9.9","9.9","13.1","17.6","21.8","26.6","25.9","20.2","13.6","11.2","6.4","15.2","TM_MES_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","7","11.5","10.8","13.9","18.7","22.6","27.2","26.7","21.1","14.6","12.2","7.4","16.1","TM_MES_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","4.8","9","8.9","12.8","16.9","19.9","24.5","23.6","18.1","11.8","9.6","5.1","13.8","TM_MES_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","10.4","14.5","13.7","16.1","20.8","23.3","26.4","27","23.4","18.4","15.1","11.5","18.4","TM_MES_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","11.9","15.6","14.8","16.4","21.3","23.2","26.3","27.1","23.7","19.5","16","13","19.1","TM_MES_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","11.2","14.4","14.1","16.4","21.2","23.1","26.6","26.8","23.6","18.8","15.5","12.1","18.7","TM_MES_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","5.5","9","8.5","12.8","15.7","17","19.6","20.3","17.3","11.9","9.8","6.4","12.8","TM_MES_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","5.7",NA,"10.2","13.5",NA,"19.6","23.7","23.3","19.8","13.5","10.3","6.9",NA,"TM_MES_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89","6.7","10.5",NA,NA,NA,NA,NA,"22.8","19.3","13.1","10.9","6.6",NA,"TM_MES_2020.csv"
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","5.8","9.2",NA,NA,"17.5",NA,"22.3","22.7","18.9","12.5","9.7","5.9",NA,"TM_MES_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","4.4","8.6","8.4","12.3","16.4","18.4","22.8","22.1","17.2","11.4","8.6","4.9","13","TM_MES_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","4.7","9.1","9","12.9","17.2","19.2","23.4","23.2","18.2","12.4","9.3","5.6","13.7","TM_MES_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","6.5","11.5","11.6","15.7","20.5","22.3","26.6","26.2","21.9","15.4","11.6","7.9","16.5","TM_MES_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","5.5","10.7","11.8","15.2","20.5","22.2","26.7","26.4","21.5","14.9","11.2","6.6","16.1","TM_MES_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","4.8","10.3","9.8","13.5","18.4","20.3","25.1","24.9","20.4","13.3","10.8","5.8","14.8","TM_MES_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","9.8","14.6","14.2","16.2","21.7","23.2","27.7","28","24.1","18.7","15","11.2","18.7","TM_MES_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","13.1","14.3","14.9","17.3","21.1","23.2","27.2","27.2","24.1","19.3","17.7","13.8","19.4","TM_MES_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","10.8","12","13.2","16.1","19.9","22.3","26.1","25.8","22.6","17.2","15.6","11.4","17.8","TM_MES_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","11.7","12.8","13.1","15.9","19.8","21.9","25.4","25.7","22.9","17.7","16.3","12.1","17.9","TM_MES_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","11.1","12.4","13.6","15.4",NA,"22.5","25.8","26.4","23.2","19.1","16.9","12.8",NA,"TM_MES_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","17.3","19.9","19",NA,"22.4",NA,"25.6","26.2","26.1","23.4",NA,"18.7",NA,"TM_MES_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95","18.2","20.2","18.7","19.8","20.9","22.8","23.3","24.5","24.4","23.2",NA,"19.2",NA,"TM_MES_2020.csv"
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","17.6","19.3","19","20.3","21.8","23.6","25","25.6","24.9",NA,"21.4","19.2",NA,"TM_MES_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","18.5","21.2","19.3","20.2","21.9","23.9","24.8","25.9","25.6","24",NA,"19.4",NA,"TM_MES_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","5.1","7.8","6","6.8","12.3","14.1","20.5","18.8","16.6","12.1","8.2","4.6","11.1","TM_MES_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","14","16.9","14.9",NA,"18.2","19.2","21.4","22.6","22.5","19.3","17.9","14.5",NA,"TM_MES_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","18.7","20.4","19.2","21","22.4","24.1","26.4","26.7","25.6","23.7","22.3","19.8","22.5","TM_MES_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","17.8","20.2","18.9","20.2",NA,"23.4",NA,NA,"25.4","23.4","21.7","19.2",NA,"TM_MES_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","19.2","20.3","19.3","20.8","21.6","23.2","23.4","24.2","24.6","23.7","22","19.9","21.9","TM_MES_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","3","6.4","7.2","9.9","14.1","16.4","19.9","20.5","16.1","10.9","8.3","5","11.5","TM_MIN_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"6.2","9","9.1","12","16.3","18.2","22.1","22.5","18","12.6","10.8","6.7","13.6","TM_MIN_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","6.8","9","7.8","10.8","15.2","16.2","20.5","21.1","17.4","12","11.4","6.2","12.9","TM_MIN_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"1.6","4","4.8","8","11.9",NA,NA,"17.8",NA,NA,"6.4","1.9",NA,"TM_MIN_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","5.3","8.1","7.5","11.9","14.3","15.1","18.1","18.3","15.6","11.3","8.5","6.9","11.7","TM_MIN_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","7","8.8","7.4","11.5","13.5","13.8","16.7","17.2","14.9","11.3","10.7","6.7","11.6","TM_MIN_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","5.6","7.6","6.2","11","12.7","14","16.1","16.7","14.3","10.6","9.6","6.9","10.9","TM_MIN_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89","6.5","8.2",NA,NA,"13.9","15","17.5","17.7","15.7","12.1","10.2","7.6",NA,"TM_MIN_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","8.8","9.7","8.7","12.2","13.9","15","17.6","18","16.3","13.1","12.1","8.6","12.8","TM_MIN_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","8.1","9.5","9.2","12.2","13.8","15.1","18","18.2","16.3","12.8","11.4","8.4","12.8","TM_MIN_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","6.2","7.9","7.1","10.2","11.8","13.1","15.7","15.9","14.2","11.1",NA,NA,NA,"TM_MIN_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","5.4","7.4","6.2","9.8","12.1","12.5","15.4","15.4","13.6","9.7","8.8","5.6","10.2","TM_MIN_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","8.9","10.5","9.8","11.6","14.2","14.9","16.3","17.2","15.9","13.2","11.7","9.5","12.8","TM_MIN_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","6.2","8.1","7.4","9.6","11.9","12.9","14.9","15.3","13.1","10.8","8.7","6.6","10.5","TM_MIN_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","4.8","6.3","5.7","8.2","10.8","11.3","14.1","14.5","13.1","10","8.6","5.6","9.4","TM_MIN_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","6.6","8.8","7.7","9.9","13.1","13.2","16","15.3","14.2","10.9","9.8","6.6","11","TM_MIN_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","5.7","8.5","7.2","9.6","13.1","12.8",NA,NA,"14.4","10.5","9","5.9",NA,"TM_MIN_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","3.1","4.9","4.3","7.8","9.6","10.2","13","13","10.9","8.2","5.7","4","7.9","TM_MIN_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","1.6","4","4.9","8.7","12.1","12.1","16.3","14.3","12.1","7.8","6.1","3","8.6","TM_MIN_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","3.8","5.8","6.3","9.8","12.3","13.4","16.3","15.1","12.8","9.1","8.2","4.9","9.8","TM_MIN_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","0","2","2.3","6.5","9.3","10.2","13.6","12.7","9.6","5.2","3.4","0.6","6.3","TM_MIN_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","0.2","1.9","1.7","6.3","7.6","8.9","12","11.8","8.6","5","3.3","1.2","5.7","TM_MIN_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","1.4","3.8","4","8","10.5","12.1","15.6","14.8","12","6.8","5.3","2.1","8","TM_MIN_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","0.3","2.2","2.8","6.3","9.5","11","16","13.6","10.7","5.2","4.8","1","7","TM_MIN_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","-0.8","1.9","-0.6","2","6.9","7.7","14.7","11.7","8.6","2.6","3.2","-2.9","4.6","TM_MIN_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","1.7","4.2","3.5","7","10.3","11.8","16.3","14.9","12.1","6.8","5.9","1.8","8","TM_MIN_2020.csv"
